sg_partido,sg_ue,icat,cd_municipio_ibge,nome_municipio,uf,cat_vereador
MDB,91618,17.41,5108105,TESOURO,MT,1. péssimo
PSB,91618,60.65,5108105,TESOURO,MT,4. bom
PSB,91618,60.65,5108105,TESOURO,MT,4. bom
PSB,91618,60.65,5108105,TESOURO,MT,4. bom
PSB,91618,60.65,5108105,TESOURO,MT,4. bom
PSB,91618,60.65,5108105,TESOURO,MT,4. bom
PSB,91618,60.65,5108105,TESOURO,MT,4. bom
PSB,91634,60.65,5108204,TORIXOREU,MT,4. bom
UNIÃO,91634,15.68,5108204,TORIXOREU,MT,1. péssimo
MDB,91634,17.41,5108204,TORIXOREU,MT,1. péssimo
MDB,91634,17.41,5108204,TORIXOREU,MT,1. péssimo
PSB,91634,60.65,5108204,TORIXOREU,MT,4. bom
PSB,91634,60.65,5108204,TORIXOREU,MT,4. bom
PSB,91634,60.65,5108204,TORIXOREU,MT,4. bom
MDB,91634,17.41,5108204,TORIXOREU,MT,1. péssimo
MDB,91634,17.41,5108204,TORIXOREU,MT,1. péssimo
PL,90840,7.85,5108303,UNIAO DO SUL,MT,1. péssimo
PT,90840,73.72,5108303,UNIAO DO SUL,MT,4. bom
MDB,90840,17.41,5108303,UNIAO DO SUL,MT,1. péssimo
MDB,90840,17.41,5108303,UNIAO DO SUL,MT,1. péssimo
UNIÃO,90840,15.68,5108303,UNIAO DO SUL,MT,1. péssimo
MDB,90840,17.41,5108303,UNIAO DO SUL,MT,1. péssimo
PL,90840,7.85,5108303,UNIAO DO SUL,MT,1. péssimo
UNIÃO,90840,15.68,5108303,UNIAO DO SUL,MT,1. péssimo
UNIÃO,90840,15.68,5108303,UNIAO DO SUL,MT,1. péssimo
PSDB,91022,15.21,5108352,VALE DE SAO DOMINGOS,MT,1. péssimo
PODE,91022,20.7,5108352,VALE DE SAO DOMINGOS,MT,1. péssimo
UNIÃO,91022,15.68,5108352,VALE DE SAO DOMINGOS,MT,1. péssimo
PL,91022,7.85,5108352,VALE DE SAO DOMINGOS,MT,1. péssimo
PSDB,91022,15.21,5108352,VALE DE SAO DOMINGOS,MT,1. péssimo
MDB,91022,17.41,5108352,VALE DE SAO DOMINGOS,MT,1. péssimo
PODE,91022,20.7,5108352,VALE DE SAO DOMINGOS,MT,1. péssimo
REPUBLICANOS,91022,14.1,5108352,VALE DE SAO DOMINGOS,MT,1. péssimo
REPUBLICANOS,91022,14.1,5108352,VALE DE SAO DOMINGOS,MT,1. péssimo
REPUBLICANOS,91677,14.1,5108402,VARZEA GRANDE,MT,1. péssimo
MDB,91677,17.41,5108402,VARZEA GRANDE,MT,1. péssimo
PSDB,91677,15.21,5108402,VARZEA GRANDE,MT,1. péssimo
PL,91677,7.85,5108402,VARZEA GRANDE,MT,1. péssimo
PL,91677,7.85,5108402,VARZEA GRANDE,MT,1. péssimo
REPUBLICANOS,91677,14.1,5108402,VARZEA GRANDE,MT,1. péssimo
UNIÃO,91677,15.68,5108402,VARZEA GRANDE,MT,1. péssimo
PV,91677,64.62,5108402,VARZEA GRANDE,MT,4. bom
CIDADANIA,91677,42.14,5108402,VARZEA GRANDE,MT,2. ruim
PP,91677,16.94,5108402,VARZEA GRANDE,MT,1. péssimo
PSB,91677,60.65,5108402,VARZEA GRANDE,MT,4. bom
PSB,91677,60.65,5108402,VARZEA GRANDE,MT,4. bom
UNIÃO,91677,15.68,5108402,VARZEA GRANDE,MT,1. péssimo
MDB,91677,17.41,5108402,VARZEA GRANDE,MT,1. péssimo
PL,91677,7.85,5108402,VARZEA GRANDE,MT,1. péssimo
AGIR,91677,NA,5108402,VARZEA GRANDE,MT,NA
REPUBLICANOS,91677,14.1,5108402,VARZEA GRANDE,MT,1. péssimo
PSDB,91677,15.21,5108402,VARZEA GRANDE,MT,1. péssimo
UNIÃO,91677,15.68,5108402,VARZEA GRANDE,MT,1. péssimo
MDB,91677,17.41,5108402,VARZEA GRANDE,MT,1. péssimo
PSB,91677,60.65,5108402,VARZEA GRANDE,MT,4. bom
MDB,91677,17.41,5108402,VARZEA GRANDE,MT,1. péssimo
REPUBLICANOS,91677,14.1,5108402,VARZEA GRANDE,MT,1. péssimo
UNIÃO,98973,15.68,5108501,VERA,MT,1. péssimo
UNIÃO,98973,15.68,5108501,VERA,MT,1. péssimo
PODE,98973,20.7,5108501,VERA,MT,1. péssimo
PL,98973,7.85,5108501,VERA,MT,1. péssimo
PL,98973,7.85,5108501,VERA,MT,1. péssimo
PODE,98973,20.7,5108501,VERA,MT,1. péssimo
MDB,98973,17.41,5108501,VERA,MT,1. péssimo
PODE,98973,20.7,5108501,VERA,MT,1. péssimo
UNIÃO,98973,15.68,5108501,VERA,MT,1. péssimo
PSD,91090,23.02,5105507,VILA BELA DA SANTISSIMA TRINDADE,MT,1. péssimo
MDB,91090,17.41,5105507,VILA BELA DA SANTISSIMA TRINDADE,MT,1. péssimo
MDB,91090,17.41,5105507,VILA BELA DA SANTISSIMA TRINDADE,MT,1. péssimo
MDB,91090,17.41,5105507,VILA BELA DA SANTISSIMA TRINDADE,MT,1. péssimo
REPUBLICANOS,91090,14.1,5105507,VILA BELA DA SANTISSIMA TRINDADE,MT,1. péssimo
PL,91090,7.85,5105507,VILA BELA DA SANTISSIMA TRINDADE,MT,1. péssimo
PSB,91090,60.65,5105507,VILA BELA DA SANTISSIMA TRINDADE,MT,4. bom
MDB,91090,17.41,5105507,VILA BELA DA SANTISSIMA TRINDADE,MT,1. péssimo
REPUBLICANOS,91090,14.1,5105507,VILA BELA DA SANTISSIMA TRINDADE,MT,1. péssimo
REPUBLICANOS,91090,14.1,5105507,VILA BELA DA SANTISSIMA TRINDADE,MT,1. péssimo
PL,91090,7.85,5105507,VILA BELA DA SANTISSIMA TRINDADE,MT,1. péssimo
UNIÃO,98990,15.68,5108600,VILA RICA,MT,1. péssimo
PODE,98990,20.7,5108600,VILA RICA,MT,1. péssimo
PL,98990,7.85,5108600,VILA RICA,MT,1. péssimo
PL,98990,7.85,5108600,VILA RICA,MT,1. péssimo
MDB,98990,17.41,5108600,VILA RICA,MT,1. péssimo
PODE,98990,20.7,5108600,VILA RICA,MT,1. péssimo
MDB,98990,17.41,5108600,VILA RICA,MT,1. péssimo
UNIÃO,98990,15.68,5108600,VILA RICA,MT,1. péssimo
UNIÃO,98990,15.68,5108600,VILA RICA,MT,1. péssimo
PSDB,04014,15.21,1500107,ABAETETUBA,PA,1. péssimo
MDB,04014,17.41,1500107,ABAETETUBA,PA,1. péssimo
PSDB,04014,15.21,1500107,ABAETETUBA,PA,1. péssimo
UNIÃO,04014,15.68,1500107,ABAETETUBA,PA,1. péssimo
UNIÃO,04014,15.68,1500107,ABAETETUBA,PA,1. péssimo
MDB,04014,17.41,1500107,ABAETETUBA,PA,1. péssimo
UNIÃO,04014,15.68,1500107,ABAETETUBA,PA,1. péssimo
MDB,04014,17.41,1500107,ABAETETUBA,PA,1. péssimo
MDB,04014,17.41,1500107,ABAETETUBA,PA,1. péssimo
PODE,04014,20.7,1500107,ABAETETUBA,PA,1. péssimo
REPUBLICANOS,04014,14.1,1500107,ABAETETUBA,PA,1. péssimo
PODE,04014,20.7,1500107,ABAETETUBA,PA,1. péssimo
PP,04014,16.94,1500107,ABAETETUBA,PA,1. péssimo
PSDB,04014,15.21,1500107,ABAETETUBA,PA,1. péssimo
PT,04014,73.72,1500107,ABAETETUBA,PA,4. bom
PSB,04502,60.65,1500131,ABEL FIGUEIREDO,PA,4. bom
UNIÃO,04502,15.68,1500131,ABEL FIGUEIREDO,PA,1. péssimo
PSD,04502,23.02,1500131,ABEL FIGUEIREDO,PA,1. péssimo
UNIÃO,04502,15.68,1500131,ABEL FIGUEIREDO,PA,1. péssimo
UNIÃO,04502,15.68,1500131,ABEL FIGUEIREDO,PA,1. péssimo
PDT,04502,56.75,1500131,ABEL FIGUEIREDO,PA,3. regular
PSD,04502,23.02,1500131,ABEL FIGUEIREDO,PA,1. péssimo
MDB,04502,17.41,1500131,ABEL FIGUEIREDO,PA,1. péssimo
PSB,04502,60.65,1500131,ABEL FIGUEIREDO,PA,4. bom
PT,04030,73.72,1500206,ACARA,PA,4. bom
MDB,04030,17.41,1500206,ACARA,PA,1. péssimo
PDT,04030,56.75,1500206,ACARA,PA,3. regular
PT,04030,73.72,1500206,ACARA,PA,4. bom
PT,04030,73.72,1500206,ACARA,PA,4. bom
PT,04030,73.72,1500206,ACARA,PA,4. bom
PP,04030,16.94,1500206,ACARA,PA,1. péssimo
UNIÃO,04030,15.68,1500206,ACARA,PA,1. péssimo
MDB,04030,17.41,1500206,ACARA,PA,1. péssimo
MDB,04030,17.41,1500206,ACARA,PA,1. péssimo
PP,04030,16.94,1500206,ACARA,PA,1. péssimo
MDB,04030,17.41,1500206,ACARA,PA,1. péssimo
UNIÃO,04030,15.68,1500206,ACARA,PA,1. péssimo
PDT,04030,56.75,1500206,ACARA,PA,3. regular
PDT,04030,56.75,1500206,ACARA,PA,3. regular
MDB,04057,17.41,1500305,AFUA,PA,1. péssimo
MDB,04057,17.41,1500305,AFUA,PA,1. péssimo
UNIÃO,04057,15.68,1500305,AFUA,PA,1. péssimo
PSD,04057,23.02,1500305,AFUA,PA,1. péssimo
PP,04057,16.94,1500305,AFUA,PA,1. péssimo
PSB,04057,60.65,1500305,AFUA,PA,4. bom
PP,04057,16.94,1500305,AFUA,PA,1. péssimo
MDB,04057,17.41,1500305,AFUA,PA,1. péssimo
UNIÃO,04057,15.68,1500305,AFUA,PA,1. péssimo
PSDB,04057,15.21,1500305,AFUA,PA,1. péssimo
PSD,04057,23.02,1500305,AFUA,PA,1. péssimo
UNIÃO,04260,15.68,1500347,AGUA AZUL DO NORTE,PA,1. péssimo
PODE,04260,20.7,1500347,AGUA AZUL DO NORTE,PA,1. péssimo
UNIÃO,04260,15.68,1500347,AGUA AZUL DO NORTE,PA,1. péssimo
UNIÃO,04260,15.68,1500347,AGUA AZUL DO NORTE,PA,1. péssimo
UNIÃO,04260,15.68,1500347,AGUA AZUL DO NORTE,PA,1. péssimo
MDB,04260,17.41,1500347,AGUA AZUL DO NORTE,PA,1. péssimo
UNIÃO,04260,15.68,1500347,AGUA AZUL DO NORTE,PA,1. péssimo
PSD,04260,23.02,1500347,AGUA AZUL DO NORTE,PA,1. péssimo
MDB,04260,17.41,1500347,AGUA AZUL DO NORTE,PA,1. péssimo
MDB,04260,17.41,1500347,AGUA AZUL DO NORTE,PA,1. péssimo
PL,04260,7.85,1500347,AGUA AZUL DO NORTE,PA,1. péssimo
PSD,04073,23.02,1500404,ALENQUER,PA,1. péssimo
PDT,04073,56.75,1500404,ALENQUER,PA,3. regular
PSD,04073,23.02,1500404,ALENQUER,PA,1. péssimo
PDT,04073,56.75,1500404,ALENQUER,PA,3. regular
MDB,04073,17.41,1500404,ALENQUER,PA,1. péssimo
PSD,04073,23.02,1500404,ALENQUER,PA,1. péssimo
UNIÃO,04073,15.68,1500404,ALENQUER,PA,1. péssimo
UNIÃO,04073,15.68,1500404,ALENQUER,PA,1. péssimo
PSB,04073,60.65,1500404,ALENQUER,PA,4. bom
UNIÃO,04073,15.68,1500404,ALENQUER,PA,1. péssimo
MDB,04073,17.41,1500404,ALENQUER,PA,1. péssimo
MDB,04073,17.41,1500404,ALENQUER,PA,1. péssimo
MDB,04073,17.41,1500404,ALENQUER,PA,1. péssimo
MDB,04073,17.41,1500404,ALENQUER,PA,1. péssimo
PSD,04073,23.02,1500404,ALENQUER,PA,1. péssimo
REPUBLICANOS,04090,14.1,1500503,ALMEIRIM,PA,1. péssimo
MDB,04090,17.41,1500503,ALMEIRIM,PA,1. péssimo
PSB,04090,60.65,1500503,ALMEIRIM,PA,4. bom
UNIÃO,04090,15.68,1500503,ALMEIRIM,PA,1. péssimo
MDB,04090,17.41,1500503,ALMEIRIM,PA,1. péssimo
REPUBLICANOS,04090,14.1,1500503,ALMEIRIM,PA,1. péssimo
MDB,04090,17.41,1500503,ALMEIRIM,PA,1. péssimo
UNIÃO,04090,15.68,1500503,ALMEIRIM,PA,1. péssimo
MDB,04090,17.41,1500503,ALMEIRIM,PA,1. péssimo
MDB,04090,17.41,1500503,ALMEIRIM,PA,1. péssimo
PDT,04090,56.75,1500503,ALMEIRIM,PA,3. regular
PODE,04090,20.7,1500503,ALMEIRIM,PA,1. péssimo
MDB,04090,17.41,1500503,ALMEIRIM,PA,1. péssimo
PSD,04111,23.02,1500602,ALTAMIRA,PA,1. péssimo
PSB,04111,60.65,1500602,ALTAMIRA,PA,4. bom
PSD,04111,23.02,1500602,ALTAMIRA,PA,1. péssimo
PP,04111,16.94,1500602,ALTAMIRA,PA,1. péssimo
PP,04111,16.94,1500602,ALTAMIRA,PA,1. péssimo
PRD,04111,20.83,1500602,ALTAMIRA,PA,1. péssimo
PSD,04111,23.02,1500602,ALTAMIRA,PA,1. péssimo
AVANTE,04111,33.86,1500602,ALTAMIRA,PA,2. ruim
PP,04111,16.94,1500602,ALTAMIRA,PA,1. péssimo
UNIÃO,04111,15.68,1500602,ALTAMIRA,PA,1. péssimo
MDB,04111,17.41,1500602,ALTAMIRA,PA,1. péssimo
UNIÃO,04111,15.68,1500602,ALTAMIRA,PA,1. péssimo
PSB,04111,60.65,1500602,ALTAMIRA,PA,4. bom
MDB,04111,17.41,1500602,ALTAMIRA,PA,1. péssimo
PSB,04111,60.65,1500602,ALTAMIRA,PA,4. bom
PSD,04138,23.02,1500701,ANAJAS,PA,1. péssimo
PSB,04138,60.65,1500701,ANAJAS,PA,4. bom
PODE,04138,20.7,1500701,ANAJAS,PA,1. péssimo
PSDB,04138,15.21,1500701,ANAJAS,PA,1. péssimo
MDB,04138,17.41,1500701,ANAJAS,PA,1. péssimo
PODE,04138,20.7,1500701,ANAJAS,PA,1. péssimo
PP,04138,16.94,1500701,ANAJAS,PA,1. péssimo
PSD,04138,23.02,1500701,ANAJAS,PA,1. péssimo
PSD,04138,23.02,1500701,ANAJAS,PA,1. péssimo
PT,04138,73.72,1500701,ANAJAS,PA,4. bom
PSDB,04138,15.21,1500701,ANAJAS,PA,1. péssimo
PSB,04154,60.65,1500800,ANANINDEUA,PA,4. bom
PDT,04154,56.75,1500800,ANANINDEUA,PA,3. regular
REPUBLICANOS,04154,14.1,1500800,ANANINDEUA,PA,1. péssimo
PSB,04154,60.65,1500800,ANANINDEUA,PA,4. bom
DC,04154,NA,1500800,ANANINDEUA,PA,NA
PL,04154,7.85,1500800,ANANINDEUA,PA,1. péssimo
PSDB,04154,15.21,1500800,ANANINDEUA,PA,1. péssimo
PODE,04154,20.7,1500800,ANANINDEUA,PA,1. péssimo
MDB,04154,17.41,1500800,ANANINDEUA,PA,1. péssimo
PSDB,04154,15.21,1500800,ANANINDEUA,PA,1. péssimo
DC,04154,NA,1500800,ANANINDEUA,PA,NA
PODE,04154,20.7,1500800,ANANINDEUA,PA,1. péssimo
REPUBLICANOS,04154,14.1,1500800,ANANINDEUA,PA,1. péssimo
PODE,04154,20.7,1500800,ANANINDEUA,PA,1. péssimo
REPUBLICANOS,04154,14.1,1500800,ANANINDEUA,PA,1. péssimo
PSB,04154,60.65,1500800,ANANINDEUA,PA,4. bom
PP,04154,16.94,1500800,ANANINDEUA,PA,1. péssimo
MDB,04154,17.41,1500800,ANANINDEUA,PA,1. péssimo
PSB,04154,60.65,1500800,ANANINDEUA,PA,4. bom
DC,04154,NA,1500800,ANANINDEUA,PA,NA
PV,04154,64.62,1500800,ANANINDEUA,PA,4. bom
PSDB,04154,15.21,1500800,ANANINDEUA,PA,1. péssimo
MDB,04154,17.41,1500800,ANANINDEUA,PA,1. péssimo
MDB,04154,17.41,1500800,ANANINDEUA,PA,1. péssimo
PSDB,04154,15.21,1500800,ANANINDEUA,PA,1. péssimo
UNIÃO,04723,15.68,1500859,ANAPU,PA,1. péssimo
PRD,04723,20.83,1500859,ANAPU,PA,1. péssimo
MDB,04723,17.41,1500859,ANAPU,PA,1. péssimo
PSB,04723,60.65,1500859,ANAPU,PA,4. bom
PSDB,04723,15.21,1500859,ANAPU,PA,1. péssimo
PODE,04723,20.7,1500859,ANAPU,PA,1. péssimo
PSDB,04723,15.21,1500859,ANAPU,PA,1. péssimo
UNIÃO,04723,15.68,1500859,ANAPU,PA,1. péssimo
REPUBLICANOS,04723,14.1,1500859,ANAPU,PA,1. péssimo
REPUBLICANOS,04723,14.1,1500859,ANAPU,PA,1. péssimo
PRD,04723,20.83,1500859,ANAPU,PA,1. péssimo
PT,04723,73.72,1500859,ANAPU,PA,4. bom
MDB,04723,17.41,1500859,ANAPU,PA,1. péssimo
PDT,04170,56.75,1500909,AUGUSTO CORREA,PA,3. regular
UNIÃO,04170,15.68,1500909,AUGUSTO CORREA,PA,1. péssimo
PDT,04170,56.75,1500909,AUGUSTO CORREA,PA,3. regular
MDB,04170,17.41,1500909,AUGUSTO CORREA,PA,1. péssimo
MDB,04170,17.41,1500909,AUGUSTO CORREA,PA,1. péssimo
PP,04170,16.94,1500909,AUGUSTO CORREA,PA,1. péssimo
MDB,04170,17.41,1500909,AUGUSTO CORREA,PA,1. péssimo
PSD,04170,23.02,1500909,AUGUSTO CORREA,PA,1. péssimo
MDB,04170,17.41,1500909,AUGUSTO CORREA,PA,1. péssimo
PP,04170,16.94,1500909,AUGUSTO CORREA,PA,1. péssimo
MDB,04170,17.41,1500909,AUGUSTO CORREA,PA,1. péssimo
MDB,04170,17.41,1500909,AUGUSTO CORREA,PA,1. péssimo
UNIÃO,04170,15.68,1500909,AUGUSTO CORREA,PA,1. péssimo
PT,04340,73.72,1500958,AURORA DO PARA,PA,4. bom
MDB,04340,17.41,1500958,AURORA DO PARA,PA,1. péssimo
MDB,04340,17.41,1500958,AURORA DO PARA,PA,1. péssimo
MDB,04340,17.41,1500958,AURORA DO PARA,PA,1. péssimo
UNIÃO,04340,15.68,1500958,AURORA DO PARA,PA,1. péssimo
PSD,04340,23.02,1500958,AURORA DO PARA,PA,1. péssimo
PSD,04340,23.02,1500958,AURORA DO PARA,PA,1. péssimo
SOLIDARIEDADE,04340,33.33,1500958,AURORA DO PARA,PA,2. ruim
PT,04340,73.72,1500958,AURORA DO PARA,PA,4. bom
PSD,04340,23.02,1500958,AURORA DO PARA,PA,1. péssimo
MDB,04340,17.41,1500958,AURORA DO PARA,PA,1. péssimo
REPUBLICANOS,04197,14.1,1501006,AVEIRO,PA,1. péssimo
MDB,04197,17.41,1501006,AVEIRO,PA,1. péssimo
AGIR,04197,NA,1501006,AVEIRO,PA,NA
PSB,04197,60.65,1501006,AVEIRO,PA,4. bom
PDT,04197,56.75,1501006,AVEIRO,PA,3. regular
UNIÃO,04197,15.68,1501006,AVEIRO,PA,1. péssimo
PSD,04197,23.02,1501006,AVEIRO,PA,1. péssimo
MDB,04197,17.41,1501006,AVEIRO,PA,1. péssimo
PSD,04197,23.02,1501006,AVEIRO,PA,1. péssimo
MDB,04197,17.41,1501006,AVEIRO,PA,1. péssimo
MDB,04197,17.41,1501006,AVEIRO,PA,1. péssimo
PSD,04219,23.02,1501105,BAGRE,PA,1. péssimo
PT,04219,73.72,1501105,BAGRE,PA,4. bom
PSD,04219,23.02,1501105,BAGRE,PA,1. péssimo
PSD,04219,23.02,1501105,BAGRE,PA,1. péssimo
PSD,04219,23.02,1501105,BAGRE,PA,1. péssimo
MDB,04219,17.41,1501105,BAGRE,PA,1. péssimo
MDB,04219,17.41,1501105,BAGRE,PA,1. péssimo
MDB,04219,17.41,1501105,BAGRE,PA,1. péssimo
MDB,04219,17.41,1501105,BAGRE,PA,1. péssimo
PSD,04219,23.02,1501105,BAGRE,PA,1. péssimo
PSD,04219,23.02,1501105,BAGRE,PA,1. péssimo
PSD,04219,23.02,1501105,BAGRE,PA,1. péssimo
MDB,04219,17.41,1501105,BAGRE,PA,1. péssimo
REPUBLICANOS,04235,14.1,1501204,BAIAO,PA,1. péssimo
PSB,04235,60.65,1501204,BAIAO,PA,4. bom
REPUBLICANOS,04235,14.1,1501204,BAIAO,PA,1. péssimo
MDB,04235,17.41,1501204,BAIAO,PA,1. péssimo
REPUBLICANOS,04235,14.1,1501204,BAIAO,PA,1. péssimo
MDB,04235,17.41,1501204,BAIAO,PA,1. péssimo
MDB,04235,17.41,1501204,BAIAO,PA,1. péssimo
MDB,04235,17.41,1501204,BAIAO,PA,1. péssimo
PP,04235,16.94,1501204,BAIAO,PA,1. péssimo
PT,04235,73.72,1501204,BAIAO,PA,4. bom
MDB,04235,17.41,1501204,BAIAO,PA,1. péssimo
PT,04235,73.72,1501204,BAIAO,PA,4. bom
REPUBLICANOS,04235,14.1,1501204,BAIAO,PA,1. péssimo
REPUBLICANOS,04235,14.1,1501204,BAIAO,PA,1. péssimo
REPUBLICANOS,04235,14.1,1501204,BAIAO,PA,1. péssimo
PL,04588,7.85,1501253,BANNACH,PA,1. péssimo
MDB,04588,17.41,1501253,BANNACH,PA,1. péssimo
PSD,04588,23.02,1501253,BANNACH,PA,1. péssimo
MDB,04588,17.41,1501253,BANNACH,PA,1. péssimo
REPUBLICANOS,04588,14.1,1501253,BANNACH,PA,1. péssimo
PSB,04588,60.65,1501253,BANNACH,PA,4. bom
REPUBLICANOS,04588,14.1,1501253,BANNACH,PA,1. péssimo
UNIÃO,04588,15.68,1501253,BANNACH,PA,1. péssimo
PDT,04588,56.75,1501253,BANNACH,PA,3. regular
PP,04251,16.94,1501303,BARCARENA,PA,1. péssimo
PSD,04251,23.02,1501303,BARCARENA,PA,1. péssimo
PP,04251,16.94,1501303,BARCARENA,PA,1. péssimo
PDT,04251,56.75,1501303,BARCARENA,PA,3. regular
MDB,04251,17.41,1501303,BARCARENA,PA,1. péssimo
UNIÃO,04251,15.68,1501303,BARCARENA,PA,1. péssimo
PP,04251,16.94,1501303,BARCARENA,PA,1. péssimo
UNIÃO,04251,15.68,1501303,BARCARENA,PA,1. péssimo
PSDB,04251,15.21,1501303,BARCARENA,PA,1. péssimo
PP,04251,16.94,1501303,BARCARENA,PA,1. péssimo
PL,04251,7.85,1501303,BARCARENA,PA,1. péssimo
PP,04251,16.94,1501303,BARCARENA,PA,1. péssimo
AVANTE,04251,33.86,1501303,BARCARENA,PA,2. ruim
PDT,04251,56.75,1501303,BARCARENA,PA,3. regular
PP,04251,16.94,1501303,BARCARENA,PA,1. péssimo
PL,04278,7.85,1501402,BELEM,PA,1. péssimo
PSD,04278,23.02,1501402,BELEM,PA,1. péssimo
REPUBLICANOS,04278,14.1,1501402,BELEM,PA,1. péssimo
MDB,04278,17.41,1501402,BELEM,PA,1. péssimo
MDB,04278,17.41,1501402,BELEM,PA,1. péssimo
MDB,04278,17.41,1501402,BELEM,PA,1. péssimo
UNIÃO,04278,15.68,1501402,BELEM,PA,1. péssimo
PSB,04278,60.65,1501402,BELEM,PA,4. bom
PSD,04278,23.02,1501402,BELEM,PA,1. péssimo
REDE,04278,83.33,1501402,BELEM,PA,5. ótimo
PDT,04278,56.75,1501402,BELEM,PA,3. regular
MDB,04278,17.41,1501402,BELEM,PA,1. péssimo
PRD,04278,20.83,1501402,BELEM,PA,1. péssimo
PSDB,04278,15.21,1501402,BELEM,PA,1. péssimo
REPUBLICANOS,04278,14.1,1501402,BELEM,PA,1. péssimo
PSOL,04278,98.9,1501402,BELEM,PA,5. ótimo
PL,04278,7.85,1501402,BELEM,PA,1. péssimo
PV,04278,64.62,1501402,BELEM,PA,4. bom
PP,04278,16.94,1501402,BELEM,PA,1. péssimo
PT,04278,73.72,1501402,BELEM,PA,4. bom
MDB,04278,17.41,1501402,BELEM,PA,1. péssimo
MDB,04278,17.41,1501402,BELEM,PA,1. péssimo
PSD,04278,23.02,1501402,BELEM,PA,1. péssimo
PP,04278,16.94,1501402,BELEM,PA,1. péssimo
PT,04278,73.72,1501402,BELEM,PA,4. bom
PDT,04278,56.75,1501402,BELEM,PA,3. regular
MDB,04278,17.41,1501402,BELEM,PA,1. péssimo
PC do B,04278,94.23,1501402,BELEM,PA,5. ótimo
MDB,04278,17.41,1501402,BELEM,PA,1. péssimo
MDB,04278,17.41,1501402,BELEM,PA,1. péssimo
PSD,04278,23.02,1501402,BELEM,PA,1. péssimo
UNIÃO,04278,15.68,1501402,BELEM,PA,1. péssimo
PSOL,04278,98.9,1501402,BELEM,PA,5. ótimo
UNIÃO,04278,15.68,1501402,BELEM,PA,1. péssimo
PL,04278,7.85,1501402,BELEM,PA,1. péssimo
MDB,04804,17.41,1501451,BELTERRA,PA,1. péssimo
MDB,04804,17.41,1501451,BELTERRA,PA,1. péssimo
REPUBLICANOS,04804,14.1,1501451,BELTERRA,PA,1. péssimo
REPUBLICANOS,04804,14.1,1501451,BELTERRA,PA,1. péssimo
PP,04804,16.94,1501451,BELTERRA,PA,1. péssimo
PSD,04804,23.02,1501451,BELTERRA,PA,1. péssimo
PSD,04804,23.02,1501451,BELTERRA,PA,1. péssimo
MDB,04804,17.41,1501451,BELTERRA,PA,1. péssimo
PSD,04804,23.02,1501451,BELTERRA,PA,1. péssimo
PT,04804,73.72,1501451,BELTERRA,PA,4. bom
REPUBLICANOS,04804,14.1,1501451,BELTERRA,PA,1. péssimo
MDB,04294,17.41,1501501,BENEVIDES,PA,1. péssimo
PV,04294,64.62,1501501,BENEVIDES,PA,4. bom
REPUBLICANOS,04294,14.1,1501501,BENEVIDES,PA,1. péssimo
PSB,04294,60.65,1501501,BENEVIDES,PA,4. bom
REPUBLICANOS,04294,14.1,1501501,BENEVIDES,PA,1. péssimo
MDB,04294,17.41,1501501,BENEVIDES,PA,1. péssimo
MDB,04294,17.41,1501501,BENEVIDES,PA,1. péssimo
MDB,04294,17.41,1501501,BENEVIDES,PA,1. péssimo
PSB,04294,60.65,1501501,BENEVIDES,PA,4. bom
MDB,04294,17.41,1501501,BENEVIDES,PA,1. péssimo
REPUBLICANOS,04294,14.1,1501501,BENEVIDES,PA,1. péssimo
UNIÃO,04294,15.68,1501501,BENEVIDES,PA,1. péssimo
PSB,04294,60.65,1501501,BENEVIDES,PA,4. bom
PSB,04049,60.65,1501576,BOM JESUS DO TOCANTINS,PA,4. bom
CIDADANIA,04049,42.14,1501576,BOM JESUS DO TOCANTINS,PA,2. ruim
PSB,04049,60.65,1501576,BOM JESUS DO TOCANTINS,PA,4. bom
CIDADANIA,04049,42.14,1501576,BOM JESUS DO TOCANTINS,PA,2. ruim
MDB,04049,17.41,1501576,BOM JESUS DO TOCANTINS,PA,1. péssimo
UNIÃO,04049,15.68,1501576,BOM JESUS DO TOCANTINS,PA,1. péssimo
UNIÃO,04049,15.68,1501576,BOM JESUS DO TOCANTINS,PA,1. péssimo
MDB,04049,17.41,1501576,BOM JESUS DO TOCANTINS,PA,1. péssimo
CIDADANIA,04049,42.14,1501576,BOM JESUS DO TOCANTINS,PA,2. ruim
MDB,04049,17.41,1501576,BOM JESUS DO TOCANTINS,PA,1. péssimo
UNIÃO,04049,15.68,1501576,BOM JESUS DO TOCANTINS,PA,1. péssimo
PSD,04316,23.02,1501600,BONITO,PA,1. péssimo
PODE,04316,20.7,1501600,BONITO,PA,1. péssimo
UNIÃO,04316,15.68,1501600,BONITO,PA,1. péssimo
PRD,04316,20.83,1501600,BONITO,PA,1. péssimo
UNIÃO,04316,15.68,1501600,BONITO,PA,1. péssimo
PRD,04316,20.83,1501600,BONITO,PA,1. péssimo
PDT,04316,56.75,1501600,BONITO,PA,3. regular
PDT,04316,56.75,1501600,BONITO,PA,3. regular
PRD,04316,20.83,1501600,BONITO,PA,1. péssimo
MDB,04332,17.41,1501709,BRAGANCA,PA,1. péssimo
MDB,04332,17.41,1501709,BRAGANCA,PA,1. péssimo
MDB,04332,17.41,1501709,BRAGANCA,PA,1. péssimo
PDT,04332,56.75,1501709,BRAGANCA,PA,3. regular
