sg_partido,sg_ue,icat,cd_municipio_ibge,nome_municipio,uf,cat_vereador
UNIÃO,02178,15.68,1300805,BORBA,AM,1. péssimo
DC,02178,NA,1300805,BORBA,AM,NA
REDE,02178,83.33,1300805,BORBA,AM,5. ótimo
AVANTE,02178,33.86,1300805,BORBA,AM,2. ruim
AVANTE,02992,33.86,1300839,CAAPIRANGA,AM,2. ruim
PSD,02992,23.02,1300839,CAAPIRANGA,AM,1. péssimo
UNIÃO,02992,15.68,1300839,CAAPIRANGA,AM,1. péssimo
AVANTE,02992,33.86,1300839,CAAPIRANGA,AM,2. ruim
UNIÃO,02992,15.68,1300839,CAAPIRANGA,AM,1. péssimo
PP,02992,16.94,1300839,CAAPIRANGA,AM,1. péssimo
PSD,02992,23.02,1300839,CAAPIRANGA,AM,1. péssimo
PP,02992,16.94,1300839,CAAPIRANGA,AM,1. péssimo
PP,02992,16.94,1300839,CAAPIRANGA,AM,1. péssimo
UNIÃO,02194,15.68,1300904,CANUTAMA,AM,1. péssimo
PSD,02194,23.02,1300904,CANUTAMA,AM,1. péssimo
PSD,02194,23.02,1300904,CANUTAMA,AM,1. péssimo
UNIÃO,02194,15.68,1300904,CANUTAMA,AM,1. péssimo
REPUBLICANOS,02194,14.1,1300904,CANUTAMA,AM,1. péssimo
UNIÃO,02194,15.68,1300904,CANUTAMA,AM,1. péssimo
REPUBLICANOS,02194,14.1,1300904,CANUTAMA,AM,1. péssimo
UNIÃO,02194,15.68,1300904,CANUTAMA,AM,1. péssimo
PSD,02194,23.02,1300904,CANUTAMA,AM,1. péssimo
REPUBLICANOS,02194,14.1,1300904,CANUTAMA,AM,1. péssimo
PT,02194,73.72,1300904,CANUTAMA,AM,4. bom
MDB,02216,17.41,1301001,CARAUARI,AM,1. péssimo
UNIÃO,02216,15.68,1301001,CARAUARI,AM,1. péssimo
AVANTE,02216,33.86,1301001,CARAUARI,AM,2. ruim
MDB,02216,17.41,1301001,CARAUARI,AM,1. péssimo
MDB,02216,17.41,1301001,CARAUARI,AM,1. péssimo
PSD,02216,23.02,1301001,CARAUARI,AM,1. péssimo
MDB,02216,17.41,1301001,CARAUARI,AM,1. péssimo
PSD,02216,23.02,1301001,CARAUARI,AM,1. péssimo
MDB,02216,17.41,1301001,CARAUARI,AM,1. péssimo
UNIÃO,02216,15.68,1301001,CARAUARI,AM,1. péssimo
MDB,02216,17.41,1301001,CARAUARI,AM,1. péssimo
REPUBLICANOS,02232,14.1,1301100,CAREIRO,AM,1. péssimo
PL,02232,7.85,1301100,CAREIRO,AM,1. péssimo
REPUBLICANOS,02232,14.1,1301100,CAREIRO,AM,1. péssimo
PSD,02232,23.02,1301100,CAREIRO,AM,1. péssimo
AVANTE,02232,33.86,1301100,CAREIRO,AM,2. ruim
MDB,02232,17.41,1301100,CAREIRO,AM,1. péssimo
NOVO,02232,6.94,1301100,CAREIRO,AM,1. péssimo
MDB,02232,17.41,1301100,CAREIRO,AM,1. péssimo
REPUBLICANOS,02232,14.1,1301100,CAREIRO,AM,1. péssimo
AGIR,02232,NA,1301100,CAREIRO,AM,NA
NOVO,02232,6.94,1301100,CAREIRO,AM,1. péssimo
AVANTE,02232,33.86,1301100,CAREIRO,AM,2. ruim
UNIÃO,02232,15.68,1301100,CAREIRO,AM,1. péssimo
REPUBLICANOS,02046,14.1,1301159,CAREIRO DA VARZEA,AM,1. péssimo
PSDB,02046,15.21,1301159,CAREIRO DA VARZEA,AM,1. péssimo
UNIÃO,02046,15.68,1301159,CAREIRO DA VARZEA,AM,1. péssimo
REPUBLICANOS,02046,14.1,1301159,CAREIRO DA VARZEA,AM,1. péssimo
REPUBLICANOS,02046,14.1,1301159,CAREIRO DA VARZEA,AM,1. péssimo
UNIÃO,02046,15.68,1301159,CAREIRO DA VARZEA,AM,1. péssimo
PP,02046,16.94,1301159,CAREIRO DA VARZEA,AM,1. péssimo
PP,02046,16.94,1301159,CAREIRO DA VARZEA,AM,1. péssimo
REPUBLICANOS,02046,14.1,1301159,CAREIRO DA VARZEA,AM,1. péssimo
UNIÃO,02046,15.68,1301159,CAREIRO DA VARZEA,AM,1. péssimo
UNIÃO,02046,15.68,1301159,CAREIRO DA VARZEA,AM,1. péssimo
PSDB,02259,15.21,1301209,COARI,AM,1. péssimo
MDB,02259,17.41,1301209,COARI,AM,1. péssimo
REPUBLICANOS,02259,14.1,1301209,COARI,AM,1. péssimo
REPUBLICANOS,02259,14.1,1301209,COARI,AM,1. péssimo
UNIÃO,02259,15.68,1301209,COARI,AM,1. péssimo
PP,02259,16.94,1301209,COARI,AM,1. péssimo
PP,02259,16.94,1301209,COARI,AM,1. péssimo
REPUBLICANOS,02259,14.1,1301209,COARI,AM,1. péssimo
PSDB,02259,15.21,1301209,COARI,AM,1. péssimo
MDB,02259,17.41,1301209,COARI,AM,1. péssimo
UNIÃO,02259,15.68,1301209,COARI,AM,1. péssimo
PSD,02259,23.02,1301209,COARI,AM,1. péssimo
UNIÃO,02259,15.68,1301209,COARI,AM,1. péssimo
PSD,02259,23.02,1301209,COARI,AM,1. péssimo
PP,02259,16.94,1301209,COARI,AM,1. péssimo
PSDB,02275,15.21,1301308,CODAJAS,AM,1. péssimo
UNIÃO,02275,15.68,1301308,CODAJAS,AM,1. péssimo
REPUBLICANOS,02275,14.1,1301308,CODAJAS,AM,1. péssimo
MDB,02275,17.41,1301308,CODAJAS,AM,1. péssimo
PSDB,02275,15.21,1301308,CODAJAS,AM,1. péssimo
UNIÃO,02275,15.68,1301308,CODAJAS,AM,1. péssimo
PSD,02275,23.02,1301308,CODAJAS,AM,1. péssimo
PSD,02275,23.02,1301308,CODAJAS,AM,1. péssimo
REPUBLICANOS,02275,14.1,1301308,CODAJAS,AM,1. péssimo
UNIÃO,02275,15.68,1301308,CODAJAS,AM,1. péssimo
UNIÃO,02275,15.68,1301308,CODAJAS,AM,1. péssimo
PT,02291,73.72,1301407,EIRUNEPE,AM,4. bom
UNIÃO,02291,15.68,1301407,EIRUNEPE,AM,1. péssimo
AGIR,02291,NA,1301407,EIRUNEPE,AM,NA
DC,02291,NA,1301407,EIRUNEPE,AM,NA
AGIR,02291,NA,1301407,EIRUNEPE,AM,NA
PT,02291,73.72,1301407,EIRUNEPE,AM,4. bom
PSB,02291,60.65,1301407,EIRUNEPE,AM,4. bom
PSB,02291,60.65,1301407,EIRUNEPE,AM,4. bom
PDT,02291,56.75,1301407,EIRUNEPE,AM,3. regular
PSB,02291,60.65,1301407,EIRUNEPE,AM,4. bom
PV,02291,64.62,1301407,EIRUNEPE,AM,4. bom
PDT,02291,56.75,1301407,EIRUNEPE,AM,3. regular
MDB,02291,17.41,1301407,EIRUNEPE,AM,1. péssimo
REPUBLICANOS,02313,14.1,1301506,ENVIRA,AM,1. péssimo
REPUBLICANOS,02313,14.1,1301506,ENVIRA,AM,1. péssimo
PSD,02313,23.02,1301506,ENVIRA,AM,1. péssimo
PSD,02313,23.02,1301506,ENVIRA,AM,1. péssimo
UNIÃO,02313,15.68,1301506,ENVIRA,AM,1. péssimo
UNIÃO,02313,15.68,1301506,ENVIRA,AM,1. péssimo
PP,02313,16.94,1301506,ENVIRA,AM,1. péssimo
MDB,02313,17.41,1301506,ENVIRA,AM,1. péssimo
PL,02313,7.85,1301506,ENVIRA,AM,1. péssimo
PSDB,02313,15.21,1301506,ENVIRA,AM,1. péssimo
MDB,02313,17.41,1301506,ENVIRA,AM,1. péssimo
AVANTE,02330,33.86,1301605,FONTE BOA,AM,2. ruim
PT,02330,73.72,1301605,FONTE BOA,AM,4. bom
PP,02330,16.94,1301605,FONTE BOA,AM,1. péssimo
MDB,02330,17.41,1301605,FONTE BOA,AM,1. péssimo
PSD,02330,23.02,1301605,FONTE BOA,AM,1. péssimo
PDT,02330,56.75,1301605,FONTE BOA,AM,3. regular
PT,02330,73.72,1301605,FONTE BOA,AM,4. bom
PDT,02330,56.75,1301605,FONTE BOA,AM,3. regular
REPUBLICANOS,02330,14.1,1301605,FONTE BOA,AM,1. péssimo
PT,02330,73.72,1301605,FONTE BOA,AM,4. bom
MDB,02330,17.41,1301605,FONTE BOA,AM,1. péssimo
PSDB,02020,15.21,1301654,GUAJARA,AM,1. péssimo
PL,02020,7.85,1301654,GUAJARA,AM,1. péssimo
UNIÃO,02020,15.68,1301654,GUAJARA,AM,1. péssimo
PSD,02020,23.02,1301654,GUAJARA,AM,1. péssimo
PSD,02020,23.02,1301654,GUAJARA,AM,1. péssimo
PL,02020,7.85,1301654,GUAJARA,AM,1. péssimo
UNIÃO,02020,15.68,1301654,GUAJARA,AM,1. péssimo
REPUBLICANOS,02020,14.1,1301654,GUAJARA,AM,1. péssimo
REPUBLICANOS,02020,14.1,1301654,GUAJARA,AM,1. péssimo
PSB,02356,60.65,1301704,HUMAITA,AM,4. bom
UNIÃO,02356,15.68,1301704,HUMAITA,AM,1. péssimo
UNIÃO,02356,15.68,1301704,HUMAITA,AM,1. péssimo
MDB,02356,17.41,1301704,HUMAITA,AM,1. péssimo
PP,02356,16.94,1301704,HUMAITA,AM,1. péssimo
PP,02356,16.94,1301704,HUMAITA,AM,1. péssimo
PP,02356,16.94,1301704,HUMAITA,AM,1. péssimo
MDB,02356,17.41,1301704,HUMAITA,AM,1. péssimo
PSB,02356,60.65,1301704,HUMAITA,AM,4. bom
REPUBLICANOS,02356,14.1,1301704,HUMAITA,AM,1. péssimo
UNIÃO,02356,15.68,1301704,HUMAITA,AM,1. péssimo
REPUBLICANOS,02356,14.1,1301704,HUMAITA,AM,1. péssimo
PSB,02356,60.65,1301704,HUMAITA,AM,4. bom
UNIÃO,02356,15.68,1301704,HUMAITA,AM,1. péssimo
PL,02356,7.85,1301704,HUMAITA,AM,1. péssimo
PSDB,02399,15.21,1301803,IPIXUNA,AM,1. péssimo
MDB,02399,17.41,1301803,IPIXUNA,AM,1. péssimo
REPUBLICANOS,02399,14.1,1301803,IPIXUNA,AM,1. péssimo
PSD,02399,23.02,1301803,IPIXUNA,AM,1. péssimo
PSDB,02399,15.21,1301803,IPIXUNA,AM,1. péssimo
REPUBLICANOS,02399,14.1,1301803,IPIXUNA,AM,1. péssimo
REPUBLICANOS,02399,14.1,1301803,IPIXUNA,AM,1. péssimo
PSDB,02399,15.21,1301803,IPIXUNA,AM,1. péssimo
MDB,02399,17.41,1301803,IPIXUNA,AM,1. péssimo
MDB,02399,17.41,1301803,IPIXUNA,AM,1. péssimo
UNIÃO,02399,15.68,1301803,IPIXUNA,AM,1. péssimo
REPUBLICANOS,98353,14.1,1301852,IRANDUBA,AM,1. péssimo
UNIÃO,98353,15.68,1301852,IRANDUBA,AM,1. péssimo
PSD,98353,23.02,1301852,IRANDUBA,AM,1. péssimo
PODE,98353,20.7,1301852,IRANDUBA,AM,1. péssimo
PSD,98353,23.02,1301852,IRANDUBA,AM,1. péssimo
MDB,98353,17.41,1301852,IRANDUBA,AM,1. péssimo
PSD,98353,23.02,1301852,IRANDUBA,AM,1. péssimo
PP,98353,16.94,1301852,IRANDUBA,AM,1. péssimo
UNIÃO,98353,15.68,1301852,IRANDUBA,AM,1. péssimo
MDB,98353,17.41,1301852,IRANDUBA,AM,1. péssimo
REPUBLICANOS,98353,14.1,1301852,IRANDUBA,AM,1. péssimo
AVANTE,98353,33.86,1301852,IRANDUBA,AM,2. ruim
UNIÃO,98353,15.68,1301852,IRANDUBA,AM,1. péssimo
PV,02410,64.62,1301902,ITACOATIARA,AM,4. bom
MOBILIZA,02410,NA,1301902,ITACOATIARA,AM,NA
AVANTE,02410,33.86,1301902,ITACOATIARA,AM,2. ruim
UNIÃO,02410,15.68,1301902,ITACOATIARA,AM,1. péssimo
MDB,02410,17.41,1301902,ITACOATIARA,AM,1. péssimo
MOBILIZA,02410,NA,1301902,ITACOATIARA,AM,NA
MDB,02410,17.41,1301902,ITACOATIARA,AM,1. péssimo
DC,02410,NA,1301902,ITACOATIARA,AM,NA
REPUBLICANOS,02410,14.1,1301902,ITACOATIARA,AM,1. péssimo
REPUBLICANOS,02410,14.1,1301902,ITACOATIARA,AM,1. péssimo
PSD,02410,23.02,1301902,ITACOATIARA,AM,1. péssimo
REPUBLICANOS,02410,14.1,1301902,ITACOATIARA,AM,1. péssimo
PSD,02410,23.02,1301902,ITACOATIARA,AM,1. péssimo
MDB,02410,17.41,1301902,ITACOATIARA,AM,1. péssimo
REPUBLICANOS,02410,14.1,1301902,ITACOATIARA,AM,1. péssimo
PL,02410,7.85,1301902,ITACOATIARA,AM,1. péssimo
UNIÃO,02410,15.68,1301902,ITACOATIARA,AM,1. péssimo
REPUBLICANOS,98370,14.1,1301951,ITAMARATI,AM,1. péssimo
REPUBLICANOS,98370,14.1,1301951,ITAMARATI,AM,1. péssimo
PSD,98370,23.02,1301951,ITAMARATI,AM,1. péssimo
REPUBLICANOS,98370,14.1,1301951,ITAMARATI,AM,1. péssimo
PSD,98370,23.02,1301951,ITAMARATI,AM,1. péssimo
PSD,98370,23.02,1301951,ITAMARATI,AM,1. péssimo
REPUBLICANOS,98370,14.1,1301951,ITAMARATI,AM,1. péssimo
REPUBLICANOS,98370,14.1,1301951,ITAMARATI,AM,1. péssimo
PSD,98370,23.02,1301951,ITAMARATI,AM,1. péssimo
REPUBLICANOS,02437,14.1,1302009,ITAPIRANGA,AM,1. péssimo
PMB,02437,NA,1302009,ITAPIRANGA,AM,NA
AVANTE,02437,33.86,1302009,ITAPIRANGA,AM,2. ruim
MDB,02437,17.41,1302009,ITAPIRANGA,AM,1. péssimo
DC,02437,NA,1302009,ITAPIRANGA,AM,NA
MDB,02437,17.41,1302009,ITAPIRANGA,AM,1. péssimo
MDB,02437,17.41,1302009,ITAPIRANGA,AM,1. péssimo
REDE,02437,83.33,1302009,ITAPIRANGA,AM,5. ótimo
PMB,02437,NA,1302009,ITAPIRANGA,AM,NA
UNIÃO,02453,15.68,1302108,JAPURA,AM,1. péssimo
REPUBLICANOS,02453,14.1,1302108,JAPURA,AM,1. péssimo
UNIÃO,02453,15.68,1302108,JAPURA,AM,1. péssimo
REPUBLICANOS,02453,14.1,1302108,JAPURA,AM,1. péssimo
UNIÃO,02453,15.68,1302108,JAPURA,AM,1. péssimo
MDB,02453,17.41,1302108,JAPURA,AM,1. péssimo
PSD,02453,23.02,1302108,JAPURA,AM,1. péssimo
PSD,02453,23.02,1302108,JAPURA,AM,1. péssimo
MDB,02453,17.41,1302108,JAPURA,AM,1. péssimo
PP,02470,16.94,1302207,JURUA,AM,1. péssimo
UNIÃO,02470,15.68,1302207,JURUA,AM,1. péssimo
PSD,02470,23.02,1302207,JURUA,AM,1. péssimo
PSD,02470,23.02,1302207,JURUA,AM,1. péssimo
REPUBLICANOS,02470,14.1,1302207,JURUA,AM,1. péssimo
PT,02470,73.72,1302207,JURUA,AM,4. bom
UNIÃO,02470,15.68,1302207,JURUA,AM,1. péssimo
MDB,02470,17.41,1302207,JURUA,AM,1. péssimo
MDB,02470,17.41,1302207,JURUA,AM,1. péssimo
UNIÃO,02496,15.68,1302306,JUTAI,AM,1. péssimo
PDT,02496,56.75,1302306,JUTAI,AM,3. regular
UNIÃO,02496,15.68,1302306,JUTAI,AM,1. péssimo
PRD,02496,20.83,1302306,JUTAI,AM,1. péssimo
UNIÃO,02496,15.68,1302306,JUTAI,AM,1. péssimo
AVANTE,02496,33.86,1302306,JUTAI,AM,2. ruim
PSDB,02496,15.21,1302306,JUTAI,AM,1. péssimo
PT,02496,73.72,1302306,JUTAI,AM,4. bom
PRD,02496,20.83,1302306,JUTAI,AM,1. péssimo
PSDB,02496,15.21,1302306,JUTAI,AM,1. péssimo
PDT,02496,56.75,1302306,JUTAI,AM,3. regular
PL,02518,7.85,1302405,LABREA,AM,1. péssimo
MDB,02518,17.41,1302405,LABREA,AM,1. péssimo
UNIÃO,02518,15.68,1302405,LABREA,AM,1. péssimo
PSD,02518,23.02,1302405,LABREA,AM,1. péssimo
UNIÃO,02518,15.68,1302405,LABREA,AM,1. péssimo
MDB,02518,17.41,1302405,LABREA,AM,1. péssimo
MDB,02518,17.41,1302405,LABREA,AM,1. péssimo
PODE,02518,20.7,1302405,LABREA,AM,1. péssimo
PL,02518,7.85,1302405,LABREA,AM,1. péssimo
UNIÃO,02518,15.68,1302405,LABREA,AM,1. péssimo
MDB,02518,17.41,1302405,LABREA,AM,1. péssimo
PSD,02518,23.02,1302405,LABREA,AM,1. péssimo
REPUBLICANOS,02518,14.1,1302405,LABREA,AM,1. péssimo
MDB,02534,17.41,1302504,MANACAPURU,AM,1. péssimo
PL,02534,7.85,1302504,MANACAPURU,AM,1. péssimo
MDB,02534,17.41,1302504,MANACAPURU,AM,1. péssimo
PSD,02534,23.02,1302504,MANACAPURU,AM,1. péssimo
MDB,02534,17.41,1302504,MANACAPURU,AM,1. péssimo
REPUBLICANOS,02534,14.1,1302504,MANACAPURU,AM,1. péssimo
REPUBLICANOS,02534,14.1,1302504,MANACAPURU,AM,1. péssimo
MDB,02534,17.41,1302504,MANACAPURU,AM,1. péssimo
UNIÃO,02534,15.68,1302504,MANACAPURU,AM,1. péssimo
MDB,02534,17.41,1302504,MANACAPURU,AM,1. péssimo
REPUBLICANOS,02534,14.1,1302504,MANACAPURU,AM,1. péssimo
PSD,02534,23.02,1302504,MANACAPURU,AM,1. péssimo
PSD,02534,23.02,1302504,MANACAPURU,AM,1. péssimo
REPUBLICANOS,02534,14.1,1302504,MANACAPURU,AM,1. péssimo
REPUBLICANOS,02534,14.1,1302504,MANACAPURU,AM,1. péssimo
REPUBLICANOS,02534,14.1,1302504,MANACAPURU,AM,1. péssimo
REPUBLICANOS,02534,14.1,1302504,MANACAPURU,AM,1. péssimo
PSD,02534,23.02,1302504,MANACAPURU,AM,1. péssimo
PSD,02534,23.02,1302504,MANACAPURU,AM,1. péssimo
MDB,02534,17.41,1302504,MANACAPURU,AM,1. péssimo
MDB,02534,17.41,1302504,MANACAPURU,AM,1. péssimo
PSD,98396,23.02,1302553,MANAQUIRI,AM,1. péssimo
MDB,98396,17.41,1302553,MANAQUIRI,AM,1. péssimo
PSD,98396,23.02,1302553,MANAQUIRI,AM,1. péssimo
MDB,98396,17.41,1302553,MANAQUIRI,AM,1. péssimo
UNIÃO,98396,15.68,1302553,MANAQUIRI,AM,1. péssimo
MDB,98396,17.41,1302553,MANAQUIRI,AM,1. péssimo
PL,98396,7.85,1302553,MANAQUIRI,AM,1. péssimo
PSD,98396,23.02,1302553,MANAQUIRI,AM,1. péssimo
PL,98396,7.85,1302553,MANAQUIRI,AM,1. péssimo
REPUBLICANOS,98396,14.1,1302553,MANAQUIRI,AM,1. péssimo
PL,98396,7.85,1302553,MANAQUIRI,AM,1. péssimo
UNIÃO,02550,15.68,1302603,MANAUS,AM,1. péssimo
PODE,02550,20.7,1302603,MANAUS,AM,1. péssimo
PL,02550,7.85,1302603,MANAUS,AM,1. péssimo
PL,02550,7.85,1302603,MANAUS,AM,1. péssimo
AVANTE,02550,33.86,1302603,MANAUS,AM,2. ruim
UNIÃO,02550,15.68,1302603,MANAUS,AM,1. péssimo
AGIR,02550,NA,1302603,MANAUS,AM,NA
AVANTE,02550,33.86,1302603,MANAUS,AM,2. ruim
AVANTE,02550,33.86,1302603,MANAUS,AM,2. ruim
DC,02550,NA,1302603,MANAUS,AM,NA
PSD,02550,23.02,1302603,MANAUS,AM,1. péssimo
UNIÃO,02550,15.68,1302603,MANAUS,AM,1. péssimo
AVANTE,02550,33.86,1302603,MANAUS,AM,2. ruim
PMB,02550,NA,1302603,MANAUS,AM,NA
PV,02550,64.62,1302603,MANAUS,AM,4. bom
PSD,02550,23.02,1302603,MANAUS,AM,1. péssimo
REPUBLICANOS,02550,14.1,1302603,MANAUS,AM,1. péssimo
AGIR,02550,NA,1302603,MANAUS,AM,NA
AVANTE,02550,33.86,1302603,MANAUS,AM,2. ruim
MDB,02550,17.41,1302603,MANAUS,AM,1. péssimo
PSB,02550,60.65,1302603,MANAUS,AM,4. bom
UNIÃO,02550,15.68,1302603,MANAUS,AM,1. péssimo
MDB,02550,17.41,1302603,MANAUS,AM,1. péssimo
AVANTE,02550,33.86,1302603,MANAUS,AM,2. ruim
PMB,02550,NA,1302603,MANAUS,AM,NA
PSD,02550,23.02,1302603,MANAUS,AM,1. péssimo
UNIÃO,02550,15.68,1302603,MANAUS,AM,1. péssimo
PL,02550,7.85,1302603,MANAUS,AM,1. péssimo
MDB,02550,17.41,1302603,MANAUS,AM,1. péssimo
REPUBLICANOS,02550,14.1,1302603,MANAUS,AM,1. péssimo
AVANTE,02550,33.86,1302603,MANAUS,AM,2. ruim
PP,02550,16.94,1302603,MANAUS,AM,1. péssimo
PP,02550,16.94,1302603,MANAUS,AM,1. péssimo
AGIR,02550,NA,1302603,MANAUS,AM,NA
PSDB,02550,15.21,1302603,MANAUS,AM,1. péssimo
UNIÃO,02550,15.68,1302603,MANAUS,AM,1. péssimo
PL,02550,7.85,1302603,MANAUS,AM,1. péssimo
PRD,02550,20.83,1302603,MANAUS,AM,1. péssimo
PRD,02550,20.83,1302603,MANAUS,AM,1. péssimo
PODE,02550,20.7,1302603,MANAUS,AM,1. péssimo
PT,02550,73.72,1302603,MANAUS,AM,4. bom
UNIÃO,02577,15.68,1302702,MANICORE,AM,1. péssimo
PP,02577,16.94,1302702,MANICORE,AM,1. péssimo
PODE,02577,20.7,1302702,MANICORE,AM,1. péssimo
PSD,02577,23.02,1302702,MANICORE,AM,1. péssimo
REPUBLICANOS,02577,14.1,1302702,MANICORE,AM,1. péssimo
UNIÃO,02577,15.68,1302702,MANICORE,AM,1. péssimo
PSD,02577,23.02,1302702,MANICORE,AM,1. péssimo
PP,02577,16.94,1302702,MANICORE,AM,1. péssimo
REPUBLICANOS,02577,14.1,1302702,MANICORE,AM,1. péssimo
PL,02577,7.85,1302702,MANICORE,AM,1. péssimo
UNIÃO,02577,15.68,1302702,MANICORE,AM,1. péssimo
PSD,02577,23.02,1302702,MANICORE,AM,1. péssimo
PSD,02577,23.02,1302702,MANICORE,AM,1. péssimo
PSD,02577,23.02,1302702,MANICORE,AM,1. péssimo
PSD,02577,23.02,1302702,MANICORE,AM,1. péssimo
PP,02593,16.94,1302801,MARAA,AM,1. péssimo
PP,02593,16.94,1302801,MARAA,AM,1. péssimo
MDB,02593,17.41,1302801,MARAA,AM,1. péssimo
UNIÃO,02593,15.68,1302801,MARAA,AM,1. péssimo
REPUBLICANOS,02593,14.1,1302801,MARAA,AM,1. péssimo
REPUBLICANOS,02593,14.1,1302801,MARAA,AM,1. péssimo
AVANTE,02593,33.86,1302801,MARAA,AM,2. ruim
MDB,02593,17.41,1302801,MARAA,AM,1. péssimo
REPUBLICANOS,02593,14.1,1302801,MARAA,AM,1. péssimo
UNIÃO,02593,15.68,1302801,MARAA,AM,1. péssimo
UNIÃO,02593,15.68,1302801,MARAA,AM,1. péssimo
PSD,02615,23.02,1302900,MAUES,AM,1. péssimo
PSD,02615,23.02,1302900,MAUES,AM,1. péssimo
MDB,02615,17.41,1302900,MAUES,AM,1. péssimo
UNIÃO,02615,15.68,1302900,MAUES,AM,1. péssimo
PDT,02615,56.75,1302900,MAUES,AM,3. regular
PSD,02615,23.02,1302900,MAUES,AM,1. péssimo
MDB,02615,17.41,1302900,MAUES,AM,1. péssimo
MDB,02615,17.41,1302900,MAUES,AM,1. péssimo
REPUBLICANOS,02615,14.1,1302900,MAUES,AM,1. péssimo
UNIÃO,02615,15.68,1302900,MAUES,AM,1. péssimo
PDT,02615,56.75,1302900,MAUES,AM,3. regular
PDT,02615,56.75,1302900,MAUES,AM,3. regular
MDB,02615,17.41,1302900,MAUES,AM,1. péssimo
UNIÃO,02615,15.68,1302900,MAUES,AM,1. péssimo
PSD,02615,23.02,1302900,MAUES,AM,1. péssimo
UNIÃO,02631,15.68,1303007,NHAMUNDA,AM,1. péssimo
UNIÃO,02631,15.68,1303007,NHAMUNDA,AM,1. péssimo
PP,02631,16.94,1303007,NHAMUNDA,AM,1. péssimo
MDB,02631,17.41,1303007,NHAMUNDA,AM,1. péssimo
PODE,02631,20.7,1303007,NHAMUNDA,AM,1. péssimo
UNIÃO,02631,15.68,1303007,NHAMUNDA,AM,1. péssimo
PP,02631,16.94,1303007,NHAMUNDA,AM,1. péssimo
REPUBLICANOS,02631,14.1,1303007,NHAMUNDA,AM,1. péssimo
PP,02631,16.94,1303007,NHAMUNDA,AM,1. péssimo
REPUBLICANOS,02631,14.1,1303007,NHAMUNDA,AM,1. péssimo
PODE,02631,20.7,1303007,NHAMUNDA,AM,1. péssimo
MDB,02658,17.41,1303106,NOVA OLINDA DO NORTE,AM,1. péssimo
PSD,02658,23.02,1303106,NOVA OLINDA DO NORTE,AM,1. péssimo
PRD,02658,20.83,1303106,NOVA OLINDA DO NORTE,AM,1. péssimo
REPUBLICANOS,02658,14.1,1303106,NOVA OLINDA DO NORTE,AM,1. péssimo
PRD,02658,20.83,1303106,NOVA OLINDA DO NORTE,AM,1. péssimo
UNIÃO,02658,15.68,1303106,NOVA OLINDA DO NORTE,AM,1. péssimo
PL,02658,7.85,1303106,NOVA OLINDA DO NORTE,AM,1. péssimo
REPUBLICANOS,02658,14.1,1303106,NOVA OLINDA DO NORTE,AM,1. péssimo
MDB,02658,17.41,1303106,NOVA OLINDA DO NORTE,AM,1. péssimo
MOBILIZA,02658,NA,1303106,NOVA OLINDA DO NORTE,AM,NA
REPUBLICANOS,02658,14.1,1303106,NOVA OLINDA DO NORTE,AM,1. péssimo
PRD,02011,20.83,1303205,NOVO AIRAO,AM,1. péssimo
PRD,02011,20.83,1303205,NOVO AIRAO,AM,1. péssimo
PP,02011,16.94,1303205,NOVO AIRAO,AM,1. péssimo
PRD,02011,20.83,1303205,NOVO AIRAO,AM,1. péssimo
UNIÃO,02011,15.68,1303205,NOVO AIRAO,AM,1. péssimo
UNIÃO,02011,15.68,1303205,NOVO AIRAO,AM,1. péssimo
UNIÃO,02011,15.68,1303205,NOVO AIRAO,AM,1. péssimo
PP,02011,16.94,1303205,NOVO AIRAO,AM,1. péssimo
MDB,02011,17.41,1303205,NOVO AIRAO,AM,1. péssimo
PSDB,02674,15.21,1303304,NOVO ARIPUANA,AM,1. péssimo
UNIÃO,02674,15.68,1303304,NOVO ARIPUANA,AM,1. péssimo
REPUBLICANOS,02674,14.1,1303304,NOVO ARIPUANA,AM,1. péssimo
PRD,02674,20.83,1303304,NOVO ARIPUANA,AM,1. péssimo
PSD,02674,23.02,1303304,NOVO ARIPUANA,AM,1. péssimo
PP,02674,16.94,1303304,NOVO ARIPUANA,AM,1. péssimo
MDB,02674,17.41,1303304,NOVO ARIPUANA,AM,1. péssimo
PSD,02674,23.02,1303304,NOVO ARIPUANA,AM,1. péssimo
PSDB,02674,15.21,1303304,NOVO ARIPUANA,AM,1. péssimo
PRD,02674,20.83,1303304,NOVO ARIPUANA,AM,1. péssimo
UNIÃO,02674,15.68,1303304,NOVO ARIPUANA,AM,1. péssimo
PL,02690,7.85,1303403,PARINTINS,AM,1. péssimo
PSD,02690,23.02,1303403,PARINTINS,AM,1. péssimo
MDB,02690,17.41,1303403,PARINTINS,AM,1. péssimo
PP,02690,16.94,1303403,PARINTINS,AM,1. péssimo
PL,02690,7.85,1303403,PARINTINS,AM,1. péssimo
PODE,02690,20.7,1303403,PARINTINS,AM,1. péssimo
REPUBLICANOS,02690,14.1,1303403,PARINTINS,AM,1. péssimo
UNIÃO,02690,15.68,1303403,PARINTINS,AM,1. péssimo
PSD,02690,23.02,1303403,PARINTINS,AM,1. péssimo
UNIÃO,02690,15.68,1303403,PARINTINS,AM,1. péssimo
UNIÃO,02690,15.68,1303403,PARINTINS,AM,1. péssimo
PODE,02690,20.7,1303403,PARINTINS,AM,1. péssimo
